ulasan,sentimen
"Udah beberapa tahun pakai provider ini tetap saja lemot , padahal di spot yang sama dengan provider sebelah. Tapi kalah kenceng . Bilangnya prioritas di data . Nyatanya siput banget . Lelet",0
"Woi kartu apaaan nih gak jelas banget kemarin isi pulsa 60k masuk ada riwayat transaksi tapi beli paket promo 60k 58gb gak masuk gaada riwayat transaksi padahal pulsanya udah kepotong. Gilaaaaaa gak habis pikir!!!!!! Korupsi gak kira kira kaya DPR aja luuu, gamau tanggung jawab!",0
Aneh padahal koneksi saya bagus dan sudah di perbarui tetapi aplikasi XL nya aneh sekali katanya perbarui koneksi padahal hp saya bagus dan Jaringan saya kuat dan sudah di perbarui tolonglah di perbaiki,0
Pulsa q langsung entek opo ku XL yg bikin entek pulsa,0
"pulsa berkurang tanpa dipakai, sangat aneh, tiap hari berkurang 1.000",0
Jaringanya tolong lah makin susah siap hujan gimanasih lagi butuh juga!!!,0
Banyak kin lagi dong min promo nya masa baru 4 hari muncul udah nggak ada lagi promonya,0
"jelek bangett wkwk, beli paket tapi di dashboard ny lama banget terus pas di cek paket nya gada eh malah pulsa ny yang ngurang hadeh wkwk",0
"Beli paketan banyak bohongnya, Di tulisan 17 gb, yang masuk cuma ada 12 gb",0
Sinyal sangat baik tpi untuk harganya saja kemahalan untuk kaum UMKM seperti kamiðŸ™‚,0
"Kenapa kouta internet gak bisa dipakai? Padahal masih banyak kouta internet, kok malah pulsa yang diambilnya padahal saya sudah kontrol pulsanya supaya tidak kemakan? , tidak berguna kontrol pulsanya!",0
Respo dan sinyalnya kurang cepat,0
Beli Paket di bagi ke whatsapp 5gb sedang kn pemakain nya setelah kuota utama habis br terpake kuota whatsapp. Klu bs jgn ada pembagian khusus ke whatsapp lg dech merugikn pengguna xl ja,0
Kayaknya karna kartu lama jadi lemot dan merugikan,0
My XL prioritas buakan yang saya mau terlalu ribut buat loving saja,0
"Sinyal lemot polll, menyesalkan pelanggan pengguna",0
"Saya kurangin lagi bintang nya , Njissssss makin kesini ga subuh pagi siang sore malam XL Makin kesini Bapukkkkkk signal nya Najiiisssss amit2 ini provider !!!! Segini saya make Abonemen bulanan bangke",0
"Nyesel beli kartu xl, fungsi naikin level gak guna harga makin mahal, sinyal nya burik, kuota wilayah gak tersedia ketika lokasi kartu ganti daerah tetep kuota daerah lama yang kekuras (scam bgt) , apalagi aplikasi my xl kebanyakan update makin lancar enggak makin lemot iya, gak ngefek bgt!!!ðŸ‘Ž",0
Hah pakek nanya developer nya pasti tahu,0
tolong paketnya murahan sikitlah biar aman tenang sentosa pulsaku,0
"Keseringan eror, paketan eror. Paket akrab tp ga bisa dibagi ke anggota. Terjadi eror tp bbrpa hari",0
Percuma ada aplikasi ini kalo LG habis paket Apk.nya GK bisa di buka dan kalo mau isi paket harus ke konter dulu biyar bisa buka Apk.nya,0
"Keren. Aplikasi sudah dapat digunakan. Banyak promo yang menggiurkan di myXL, TAPI Promonya tidak dapat dibeli dong.. saat mau check-out pembayaran, tidak bisa dilanjutkan , karena tidak dapat memilih metode pembayaran... Haduh.. ðŸ˜¢",0
"Aplikasi ini semakin lama makin tidak baik. Promo diawal bikin heboh tp pada akhirnya semua serba mahal, selain itu paket juga cepet habis. Padahal sudah langganan kurang lebih 5tahun tp makin hari semakin mahal. Selain mahal juga boros banget paketnya cepet habis",0
paketan sek enek 1 gb rakenek digawe maksudmu piye,0
"kenapa paket data saya bisa hilang ya padahal niat saya isi paket data lagi soalnya masa aktif mau habis terus saya isi ulang ,paket yang lama hilang di ganti paket data yang baru,gimana ini mana masi banyak lagi niatnya mau memper panjang masa aktif malah hilang yang lama",0
"Syah suka pake xl Karna jaringan nya bagus,tpi tolong kuota perbulany d ringankan agar orang seperti syah bsa mampuh bli kuota bulanan.",0
Kenapa sekarang kuota XL jadi boros? Padahal pemakaian seperti biasa cuman huat gojek dan WhatsApp,0
xl tidak bisa untuk main game. sinyal putus2,0
Jaringan selalu hilang terus kauta malamnya enga guna engabisah terpakai kauta malamnya tolong untuk di perbaiki,0
"Semua paket terlalu mahal, dan maling kuota adalah X L",0
"Live chat yang jawab robot, ga leluasa.. trus pake antrian kalau mau ngomong sama agent,ya ampun dikata Ga**an pake antri, lalu bilangnya udah kesambung agent tapi jawabnya lama..",0
provider ampas signal nya nge bug mulu,0
udah 3beli pulsa sama paket masi aja dibilang masa tenggang,0
Saya pakai redmi note 13 saya douwnload APK dan buka dihandphone ini kenapa bonus dan menu paket tidak tampil.,0
Gabisa buat beli paket tolol dehh,0
pemtan setelah di beli di my xl tidak masuk dan hari transaksi 2Ã— !!!,0
Tidak bisa mengganti foto profil pada aplikasi myxl,0
"secara promo sih menarik, tapi percuma kalo dibawah android 8 udah g bisa transaksi lagi hadehh minimal andro 6 support lah. kalo kayak gini gimana mau beli paketnya",0
"Admin maya Tidak fast respon, dan berbelit2 tidak lgsg cari titik masalah. Intinya buruk perlu perubahan lagi.. Lagi urgent kouta malah ngajak dialog.",0
makin mahal aja ini XL,0
"Jaringannya lambat, memang XL dari dulu jaringannya kek taik, busuk jelek mending hancurkan saja semuah tower jaringan nya",0
Jaringan jelek makin kemari... Cs serasa nyepam...,0
xl memang bagus... tapi sering lemot,0
saya sangat kecewa dengan myXL karena sering gagal dalam transaksi dengan ulasan sedang dalam gangguan terus dan harus kembali 4 jam kemudian,0
Kok ngeleg banget yah xl sekarang :(,0
"Si ""merah"" sudah ada versi basic nya yang mana sesuai banget sama kebutuhan, ini ""biru"" kapan ada versi basic nya? Reward yang di dapat dari top up pulsa juga tidak sesuai keterangan, katanya bonus 4gb dapat nya 2gb, 3gb dapat nya 1gb, 1gb dapat nya 200mb ðŸ¤¦ðŸ¤¦ðŸ¤¦",0
"Aku udah 2 kali beli paket Xtra combo 4xl tapi ngga pernah dapet bonusan, padahal di sana dicantumkan ada bonusan, ini error atau emang di prank?",0
harga kuotanya pada mahal ga sebanding sama sinyal jelek banget kalo hujan,0
"Bintang 2, nggk pernah dapet Diskon dari XL kayak orangÂ² yg lain, mreka dapet 140GB cuman 35rbu ðŸ˜ª",0
Sangat buruk jaringan beda sama indosat dan telkomsel mahal doang jaringan tidak setabil,0
"jujur kecewa bgt sama sinyalnya, sebelumnya make provider sebelah ga seburuk ini dah sinyalnya, eh pas make xl malah makin parah, awalnya emang lancar"" aja tpi lama kelamaan malah rusak bet sinyalnya kaya setiap 4/5 detik jaringan ilang"" sendiri, gitu terus heran, udah chat maya lewat myxl disuruh reset jaringan dan udah refresh hp masih sama aja, lama"" cape sendiri wkkwkw kecewa",0
"aplikasinya bagus, cuma kadang masi sering gangguan, tolong dong kak harganya makin kesini jangan makin dinaikin sesuai kan dengan budget pelajaran dan perbanyak lagi diskonnya. terimakasih...",0
Tolong pihak XL di perbaiki sistem nya masak sinyal nya lemah terus internet nya parah,0
hmmm aslinya sih kurang bagus cuman banyak yg murah trus kenceng,0
Masa gw topup di myxl yang datang cuma sekali padahal gw beli 4kali,0
Jaringan leg trus ahir2 ini trus ga ada diskon khusus pengguna lama,0
sinyal baguss kuota banyak tapii lemot banget percuma beli banyak banyak kuota di my xl,0
Waduhh kenapa sekarang harga xtra combo plus nya menjadi semakin mahal perasaan kemarin ga segitu dsn juga kuota bonus menjadi terpotong,0
"Signal gak ada, providernya lelet, smsnya lebih lelet dari provider sebelah yang sepuluh tahun lalu.",0
Signal berat. Sama pembagian kuotanya kurang ok,0
Kualitas internet sangat busuk sangat buruk sangat jelek sangat lambat. Percuma data 75 GB tapi kualitas internet sangat sangat mengecewakan,0
"JARINGAN NYA CACAT,DIKIT LAG,DIKIT LAG. KARTU CACAT, JRINGAN NYA SAMPAH.",0
"Gak bagus kaya dulu Pulsa bisa kurangsendiri padahal sudah modekunci keamanan pulsa Udah di level gold ehh sebentarsebentar turun lagi ke blue Ini apk dan developer nya gimana sih ngak jujur, manipulatif, ngak menghargai perjuangan para pemakai kartu nya Insyaallah Gua yakin kalau XL dan developerterus begini banyak yang ngak menikmati Makai kartu ini dan ujung ujungnya bakal nurun yg pake ni kartu layanan. Tolong dong perbaiki khusus nya di level nya kalau pelanggan naik level jangan diturunin",0
Saya tambah lagi bintang ny kalau fitur bagi2 kuota ke pengguna my xl ada,0
Poko' e lumayan joss lah aplikasi ini,0
"Sinyal kyk taikk, jaringan paokk !! Kalo gak kuat jual kuota promo jgn di jual, sinyal ilang mulu padahal kuota vip, di tangerang kyk idup di pegunungan aja . Sinyal busuk !!",0
Saya kurang paham operasional Hp,0
Sinyal nya sering trobel.... Padahal di dekat rumah saya ada tower xl loo... Kenapa?,0
xl anjing cek nomer aja di susahin bangsat!,0
Kenapa saya sudah bayar tetapi pulsa yang terbayarkan belum masuk ke nomor saya,0
"Pulsa di sedot trus pemotongan pay later sampai berkali kali, sekarang aplikasinya My xl tidak bisa di buka gagal karena jaringan katanya , makin kacau aja makin lama pakai xl",0
"Sudah 5x isi kuota, bonus gak bisa diambil,",0
balikin pulsa guaa gua beli kuota gk masuk tapi pulsa ke potong,0
"sinyal paling KONTOLL!!!!! hujan dikit ilang, mati lampu bentar ilang nyusahin aja GOBLOG!!! kapok pake XL juaranya NGELAGGGGGG udah mahal mahal hujan sinyal ilang, mati lampu apalagi",0
Kuota saya sudah kembali terimakasih,0
"lag lag lag apalahhh gajee , benerinn lahhhh anehh",0
Aneh banget mau beli kuota aja susah terjadi kesalahan aja terus,0
"Signal kurang kuat, hilang muncul , apalagi pada saat musim hujan dan angin.. tolong di perbaiki",0
harga paket nya di kurangi,0
xl taii pulsa gua habis padahal saya gk gunaiin nya masih ada paket saya tapi kesedot truss,0
Sering mengalami koneksi internet yang buruk,0
Sudah 5 hari sinyal didesa ketapang tidak kunjung membaik rugi sudah beli paket gak kepakai,0
mana pulsa saya ke sedot padahal tadi pagi masih ada sekarang ga ada,0
"Beli paket combo mini 5,5 GB plus bonus 2 GB eh...taunya nipu yg 2 GB gak dpt gak jlas lu XL",0
Kenapa sy beli kuota bebas puas 3000 1.5 GB sebanyak 16 hari jadi bisa dihitung 24 gb yg didapat tapi kenapa yg masuk hanya 19 gb GK masuk akal nih aku ad bukti pembayaran kalo begini namanya korupsi Jing belum yg bonus 3 GB malah GK dapet maksud gimana ya?,0
Kenapa paket XL harganya suka ganti ganti,0
Sepsyal riwed gold jlek amat coman gratis. Yutobe 2 gb dapat enternet kek 10 gb 7 hari,0
jaringan xl makin parahh bosskuðŸ¤¦ðŸ˜­ domisili asahan bandar pulau,0
Talong kasih harga Paketan di MYXL lebih sesuai dong kok cuma beda nomor harga Paketan beda Jauuuuuuuuhhhhhh,0
Makin lama makin mahal kuota nya,0
kadang harga nya ber ubah ubah,0
jaringan nya selalu suka hilang,0
Makin kesini apk XL makin ga jelas,0
lu bikin paket scam anj,0
Jadi jelek susah banget atur pitur akrab. Tutor mentok gx bisa kasih solusi beli mahal tapi gx bisa di bagikan pket akrab nya,0
"apl bener"" ribet skarang,,tmbah nyusahin!!",0
"Sekali gangguan bisa seminggu, buat telfon pake WhatsApp aja susah apa lagi apk yg lain, lambat penanganan nya",0
Tidak dapat membeli paket data,0
Saya pemakai XL.mau tukar XL poin .di suruh tekan lanjut nddak ada kata kata lanjut .pembohong aja,0
"Lebih 8tahun aku pakai XL ,tapi belakangan ini kenapa XL sangat lelet kalau pakai data,buka tiktok FB Instagram semua sosmed kalau pakai XL lelet tapi di tempat ku,gimana ini ....?",0
"Update terus tapi ga ada perubahan,,,,semua layanan melehoy...ðŸ™‰ðŸ™‰ðŸ™‰ðŸ™‰",0
SEMAKIN SERING ANDA BERTRANSAKSI DI XL SEMAKIN MAHAL JUGA HARGA TIAP KUOTA YANG TERSEDIA.,0
Sebelum isi pulsa saya cek pulsa saya Rp 2800 Lalu saya isi pulsa yg 25rb. Sesudah terima sms dari topup saya cek lagi pulsa saya hanya rp25100 kemana yg 2700 nya??? Saya masuk menu xl center diaplikasi ini yg jawab robot terakhir ini isi pulsa mending ganti kartu pake yg gak ngambil2 pulsa secara ghoib. Jangan bilang kalo pulsa nya kepake internet. Saya punya paket data aktif saat isi pulsa,0
"Dengan naik level poin dari XL bukannya harga kuota makin murah eh ini malah makin gak sepadan dengan kesetiaan penggunaan provider XL,jumlah kuota makin sedikit dengan jumlah dari harga ðŸ¤¦ðŸ¤¦",0
udh bagus cmn yg sering beli extra combo mini ksih diskon lah min bukanya malah naik,0
"Paket internet mahal tapi jaringan sering bgt ilang, hampir tiap hari ngerii",0
aktivasi paket promo liburan tidak bisa,0
"HARGA PAKET NAIK, TAPI SINYALNYA SULIT",0
mohon bantuannya pihak xl ini maksudnya gmna ya saya mau makettin pulsa yg 5 ribu dapet 5gb kok malah dapet nya 3 gb ya kuota nya tolong ya pihak xl ....terima..kasih,0
"Sampah, ga bisa dibuka padahal koneksi bagus",0
"Harga nya mahal sekarang! Walaupun keliatannya harganya sama, tapi paket yang didapat lebih sedikit! Kembalikan paket yang dulu!!!",0
Kasih bintg 4 dl deh Abisnya ket hrs upgrde 4g glrn dh gnti krtu upgrde gagal tnya k email ktnya krtu sdh 4g tp di myxl hrs upgrde 4g Ga jls jdny,0
Harap ditingkatkan kekuatan jaringanXL di pedesaan Gunungkidul,0
sejak update error terus ga bisa login terjadi kesalahan setelah otp masuk error kode 132,0
"Ya apalah lah,paket di hp ibu saya murah"" Giliran paket di hp saya mahal"" Padahal beli kartu bareng,haram lu XL kocak anying",0
Apa cuma saya klo mau ambil bonus kluar sendiri?,0
"Seharusnya semakin tinggi member nya semakin murah promonya bukan semakin mahal, jadi males naikin member",0
Dulu pakai XL promo murah murah Mulu waktu beli tapi sekarang promonya mahal mahal bngt .minta tolong dong kak promonya di adaiin yang besar besaran biar bisa membatu masyarakat terimakasih kak ðŸ™ðŸ»,0
Berasa cepet banget kuota habis.. Padahal juga pakainya ga boros-boros amat..,0
Sumpah ini xl kenapa udah 3hari jaringan lemot mulu,0
Anj gajelas banyak bugg lol kartu macam apa ini,0
"Apk tolol, pulsa suka nguras sendiri, klo didaftar gk bisa, tiba2 aja pulsanya ilang",0
"Apasih katanya dapat bonus dari XL dan saya beli pulsa 75 RIBU, untung saya cek pulsa, dan yapssz KESEDUOTTT DONG PULSA SAYA HINGGA SEKITAR 30 RIBU!, dan saya itu dapat bonus dari XL 4 GB, dan saya cek tinggal 1 GB tapi tetap KESEDOTT DONG PULSANYA! APASIH LU PIKIR UANG SEMUDAH ITU KAH YA?!, TOLONG DONG KASIH FITUR ATAU APA GITU BIAR PULSA DAN PAKETAN DIBEDAIN BIAR GA JADI SATU BEGITU DAN PULSA SAYA KESEDOTT, APASIH KOK GINI YA SAKIT BGT UANG GUE HILANGG. TERIMA KASIHðŸ™ðŸ¼.",0
paket kuota XL dulu hemat2 tapi sekarang makin naik harganya dan jaringan jadi kurang stabil setiap hari ðŸ¥²,0
Xl error apa? Internetnya gak jalan di priangan timur,0
"Pelit, isi pulsa 20rb gk pernah dapet bonus",0
Gak tau soalnya aku belum download,0
Ini aplikasi jelek amat sih. Saya sudah beli kuota terus kuotanya tidak bisa dipakai,0
"paket tidak update,beda harga dengan paket yang lain",0
"Jaringan hancur....Nda cocok di pakai main game,,, Sy yakin banyak komentar sm seperti saya,,!!!! Bru hujan rintik1 jaringan sudah lari kiri kanan nda jelas,,,pihak XL masa kalian tidak ada niat untuk jadi lebih baik lagi melihat komentar1 para pemakai XL yg mengeluh,,. Harus nya kalian harus lebih bagus lagi setelah melihat komentar1 yg tdk baik,,",0
"Sinyal ngelag udah beberapa hari ngelag restart ponsel udah hp kakak,mama,bapak sama gak ada sinyal!!!!!!!!!!!!!! Di Bali penarungan kemarin pas keluar penarungan sinyal nya ada penuh lagi pas balik ke penarungan kosong sinyal nya !!!!!!!!!!! Tolong diperbaiki!!!!!!!!!!!!!!!!!!161+_-#(#!1!!1. Snw",0
"Jelas jelas saya punya kuota internet tapi kenapa pulsa saya masih kesedot sih? Xl ngeselin banget yaa, tolong ini kenapa pulsa saya kesedot waktu hidupin data padahal saya punya kuota.",0
Buset dah....gak di pakai apa apa pulsa berkurang...padahal internet gak aktif...udah kesekian kalinya.....klo gak ada perubahan mendingan pindah aj....,0
"Kartu perdana yang paling buruk, boros kuota, Pulsa saya sering hilang. Sinyalpun jelek, gara_gara kartu xl anda yang katanya 4G tapi sinyal nya kualitas H+ trus. Saya sering kehilangan momen saat bermain game.",0
"Hi xl, knp setelah saya ambil layanan prioritas sinyal sangat lelet, kecepatan download hanya 71kbps kata nya prioritas, mending saya pakai paket biasa kalau gini.",0
"Udah keburu beli HP harga mahal pas pertama pakai XL kok sinyalnya jelek banget ya, apakah emg XL seperti ini semua atau gmna, padahal posisi saya di tengah jantung ibukota, kalau di tempat plosok apa nggak mlh tmbah parah sinyalnya",0
"Kenapa ya setiap saya beli pulsa, besoknya suka berkurang 1000 ribu. Contohnya saya malam beli pulsa 10000, blm dipake sama sekali Eh bsknya, saya cek pulsa di myXl, malah jadi 08000?!!!!???",0
"Jujur aneh bet xl kuota nya naek mulu tiap bulan ,kalo nomer gw ga tercantum semua account gw udah ganti sumpah .tolong ye buat xl kalo harga di apk xl tuh harus sama kek di konter ,biar kalo gw top up bisa dari rumah. Nyesel sumpah nyesellll",0
Knp sih gw kalo baru masuk my xl keluar sendiri mulu padahal dh hampir unistall download hampir 00x gmn sih???? My Xl gk kaya dulu lagi tolong dong bantu Kalu bisa saya kasi bintang 5,0
"Tolong pihak XL untuk sinyal mohon di benarkan, setiap saya streaming/main game selalu ngelag,entah itu pagi siang atau pun malam tolong di perbaiki ya Ã°Å¸â„¢Â",0
"Parah beli paketan xtra xombo mini., Dua kali sehari gada yang masuk., Di live chat di puter puter doang sama cs nya., padahal ada bukti foto pembelian. Bangke xl.",0
"Kalo musim hujan sering terjadi gangguan,hilang sinyal, nah pas setiap lagi hilang sinyal saya menghubungi myxlCare terus di cek katanya tidak ada masalah, padahal sinyalnya hilang dan di sekitar saya juga semuanya yang menggunakan xl sinyalnya juga hilang semua. Sebenarnya di daerah saya untuk kecepatannya udah bagus bgt, tapi sayang sering bagt terjadinya gangguan, apalagi kalo musim hujan, gangguan pernah sampe 1 hari",0
"kenapa kalau kuota utama habis tidak bisa memakai kuota bonus ML nya ya. walpun ada kuota bonus tpi tidak bisa di pakai sama saja bo'ong min. Tolong lebih di tingkatkan lagi,. terimakasih.",0
"Sinyal suka ilang tiba"". Semakin lemot, buka my XL ya ampun susah bgt. Mw beli kuota susah, banyak kendala. Tolong dong diperbaiki, sudh banyak yg make jgn malah nurunin kualitas.",0
"Jaringan apaan ini main game aja lemotnya bukan main,males sy makenya gak ada gunanya bikin emosi saja. Yg bilang jaringan xl bagus harus periksa di rumah sakit jiwa aja dehhh...sialan tuhh tukang conter nawarin kartu katanya bagus jaringan kuat giliran di pake lemot banget bagaikan kura1 lomba lari ama siput",0
Saya 1 kali beli kartu paketan xl unlimited. 1x di kecewakan Yg pertama data saya di salah gunakan sama pinjaman online Yg kedua nomornya sudah pernah di pakai org sehingga saya beli kartu baru tapi dapatnya kartu paketan bekas,0
"Ini lagi eror atau gimana? W scan voucher di myxl kaga bisa , muncul ""nomor voucher tidak terdaftar "" , udah 1 kali kayak gini Padahal dulu ok ok aja , tolong di respon",0
"Xl ga jelas. Isi pulsa 15rb ke potong 00rb , kan gilaaaa.. Kapok pake XL udh berapa kali kaya gtu. Jaringan juga lemot bngt sinyal ilang""an. Rugiii!!",0
"kenapa akhir akhir ini xl sering lost signal? tlf WA jadi sering menghubungkan ulang, mau main game juga koneksi jadi buruk...mohon untuk perbaikannya demi kenyamanan pelanggan",0
"Gimana sih payah banget. Setelah di update malah gabisa login. Disuruh masukin nomor XLnya setelah dimasukin malah katanya nomor yang anda masukan bukan nomor XL prabayar. Apanya yang salah?? Nomor udah bener, dicoba berkali-kali tetep gabisa. Payah banget! Punya kartu XL 1 dicoba login pake nomor keduanya hasilnya sama. Tolong ya diubah fiturnya, lebih baik yang fitur sebelumnya yg sebelum diupdate, mudah, gampang, ini gajelas banget, tolong diperbaiki!.",0
"Mengapa sinyal di rumah saya sangat jelek? Hanya 1 batang saja,tetapi saat saya jalan satu meter saja dari rumah,sinyal kuat?? Tolong di benarkan,ini sangat menggangu seakan deskriminasi padahal saya pengguna setia XL,dari awal selalu pakai XL, sudah 1x ganti kartu tapi masalahnya tetap sama.",0
Bonus kuota tidak pernah bisa diambil. Selalu ada masalah dan notifikasi silahkan coba beberapa saat lagi. Sangat mengganggu. Saya akan berhenti menggunakan XL. Terima kasih,0
"Maaf nurunin bintangnya, pulsa kesedot 50rb padahal kuota masi 1GB. Jaringan busuk banget. Sekalinya dapet WiFi di kantor, langsung ngehubungi Maya tapi kaya ngomong sama bot. Soo saaaad, apa gua ganti aja yaaaak. Make XL kayak tutorial nyusahin diri sendiri. Ã°Å¸ËœÂ­ Ntar klo udah bagus, ku ubah bintangnya",0
"Bela1in ngisi paket data demi bonus,, eh malah gak ada kejelasan, mau nanya di live chat susah nyambung, nanya di fb malah di jawab sama robot, yaudah di post di sini aja agar orang lain tau kalau layanan xl itu payah..Ã°Å¸â€˜Å½",0
"Maaf ni sebelumnya katanya XL prioriras tapi sinyalnya kok buriq ya? Bukan kalau XL PRIOPRITAS sinyalnya bagus? Niat kerja ga sih? Memberi orang sinyal yang buruk orang beli paket mahal"" tapi paketnya tidak bisa dipakai untuk ngegame dan tiktokan kalau ga bisa memberi sinyal bagus hapus aja aplikasi ini ga guna ada di playstore, cuman bikin malu playstore adanya bagus ni apk di hapus musnahkan dari playstore ga perlu",0
"Habis beli kuota di My XL lewat Shopee pay, dari semalam sedang diproses. Tiba1 hari ini riwayat nya menghilang, kuota tak kunjung menambah.. Pembayaran d Shopee pay berhasil saldo berkurang drastis. Gimana kelanjutannya ????",0
GAJELASSSSS!!!!!!!!!! jaringan mantengggg.. buka apk ini tetep aja ga ada jaringan udh uninstall apalah segala macem tetep aja buang1 waktu,0
"Hi XL. Napa nmr baruku gk bisa login ya? Slalu notif "" maaf sedang ada gangguan....."" padahal nmrku yg lama bisa login, trus gimana nih jika mau liat pulsa/kuota via apl myxl?? Tetep gk bisa login. Kemarin asus, skrg oppo, waduh....cemana nak cek kuota??",0
"Saran dari saya untuk XL seharusnya lebih memperhatikan pengguna XL yang sudah lama seperti saya, diberi bonus atau harga kuota yg murah, lebih dari 00 tahun nomer ini nggak saya ganti",0
"duhh, ini kenapa sih? kuota YouTube masih banyak, tapi ga bisa dipakai. buka YouTube cuma bisa buka komentarnya doang, videonya ga bisa cuma muter-muter doang. tolong dong diperbaiki kesalahan kesalahan di aplikasi nya. mengcapeeeÃ°Å¸ËœÂ¤",0
"Dulu xl dapat dijangkau dgn baik, Jaringannya di daerah1. sekarang internet tak bagus, kadang blank tidak ada bar sinyal satupun muncul di hp. Lebih1 setelah ada penataan jaringan 1G di off kan. Di ganti 4G, itu pun sering gangguan jadi error, Habis batre krn cari sinyal. Sudah kuota mahal, internetan gak bisa pula. Yang bagus hanya jaringan buat dikota1 saja.",0
"Saya mau bertanya, knpa bonus XTRA Unlimited Turbo Fb dan Instagram tidak dapat diaktifkan? Padahal sebelumnya saya sudah membeli paketnya di aplikasi MyXl. Saya sudah chat di aplikasi myXL nya dari tanggal 15, sampai sekarang bonus pembelian paketnya belum juga bisa sy aktifkan. Sy membeli paketnya pada tanggal 14 November, mohon bantuannya. Padahal aplikasi myXL sy sudah diupdate dan terbaru, sinyalnya juga sudah 4G tapi saat mengaktifkan bonus fb dan instagramnya tidak dapat diaktifkan.",0
Saya beli paket data Xtra Combo Plus yang 59rb dapet 00GB kuota utama 1GB kuota area sama 1GB bonus kuota aplikasi. setelah beli ada notif suruh klaim bonus tapi setelah dibuka notifnya gak bisa di klaim bonusnya. Berarti sama aja cuma 01GB totalnya bukan 05GB. Padahal sebelum1nya bonus itu bisa diklaim mohon untuk diperbaiki bila perlu kompensasi!,0
Saya pemakai xl prabayar sudah 10 tahun. Tapi kenapa tidak ada penghargaan sebagai pelanggan setia ya? Dulu jaman XL ada sayembara bening yg iklannya anjasmara saya pernah dapat hadiah berupa HP Sony Ericsson skitar 1005.tp sekarang XL makin pelit.,0
"Mohon agar kpd Pihak XL AXIATA TBK, dlm segi paketan internet murah meriah, agar kami konsumen dpt menikmati paket1 termurah di jaringan seluler beda dgn jaringan seluler lainnya, mohon agar saran saya ini di dengar dan di tindak lanjuti, jgn hanya JANJI tp harus ada BUKTINYA",0
"tolong tingkatkan kualitas jaringan di kota1 kecil, masa dari 7x14 jam jaringan yang waras cuma 1 sampe 5 jam, ribuan kali komplen, ribuan kali ditangani dan ribuan kali tidak ada perubahan, UNTUK BEBERAPA DAERAH XL SANGAT TIDAK DIREKOMENDASI UNTUK BERMAIN GAME ONLINE!! PENGALAMAN MAIN GAME PALING BURUK DENGAN XL!! kalo tidak bisa segera lakukan perbaikan lebih baik hentikan bisnis kalian, ini saran serius",0
"saya sudah melaporkan melalui xl care 6 agen tidak bisa membantu saya, padahal masalah saya untuk cek pulsa *011# tidak bisa respon nya MAAF LAYANAN TIDAK TERSEDIA. LAKUKAN REGISTRASI.... padahal *011*4444# nomer saya sudah berhasil di registrasi dengn NIK.......... sebelumnya nomer yg saya gunakan itu baru beli dan sudah diregistrasi, mau cek pulsa dan mau aktifasi voucher data dari senin sampai sekarang gak bisa dan tindakannya lama. mohon bantuannya min",0
"Guna nya pulsa siaga apa? Saya gak pernah pake pulsa siaga, trus sering isi pulsa kenapa pas tanggal tua mau di pake,nunggu 1 hari gak ada jawaban dari operator,kartu saya belum masa tenggang, ini hp saya yg rusak apa provider nya memang kayak gini",0
"Mau masuk aja gk bs...tambah ribet,sudah berulang kali di hapus,di instal lg tetep aja gk bs login, semua pilihan jenis layanan kartu sudah di coba semua...tetep aja gagal login",0
"Saya di Malaysia saya suruh istri saya dari Telkomsel ganti XL bukan tambah bagus e makin parah,sinyal H+ saja nggak full, kecepatan datanya nggak sampai 0 mbps,kalah jauh dengan kartu Malaysia 70 mbps, semua operator Indonesia sinyal bagus hanya di tengah kota,4G Indonesia masih kalah dengan sinyal 1G Malaysia,sudah lemot mahal",0
"Selalu ready dan siap pulsa dan data, tp emank fakta ini kualitas signal xl sdh tdk sebagus dulu, skrg makin parah, jujur saya hrs siap beralih ke yg lain klo gini terus. XL, jgn takut klo dibilang mahal, selama kualitas signal mu bisa selalu bagus",0
Maaf kenapa kalau saya buka aplikasinya kembali ke beranda sendiri? Katanya My XL sudah berhenti kenapaaa ini??? Pliss caranya gimanaa? Udah hapus lalu instal lagi tapi tetap ga bisaa,0
Apaan sih ini XL jaringan gak jelas. Yang lain sudah mau 5G eh XL masih lemot gini. Kalau gak niat memperbaiki kualitas jaringan bubar aja lah sekalian!!?,0
"Maaf satu bintang aja dulu, eh kenapa kuota d akrab saya cuma 00 giga d bagi 1.sedangkan yg 15gb d pake ama wa doang. G bisa pake yg lain.kalau kya gini mending beli yg 55rb ketauan 00 gb. Mksih",0
"Saya dari tahun 1000an selalu pake ini provider, layanan semakin membaik, saran aja kasih promo atau cashback atau marchendise sebaigai pelanggan lama,, biar selalu dimanjakan oleh XL, lancar terus sukses selalu",0
"Ga jelas ngmg ma Maya, mending bicara CS langsung!! Kapok beli paket di*011*# beda kayak dulu, sebelum transaksi ad konfirmasi pelanggan lanjut beli/ga?? Sekarang ga ad!! Lgsg potong pulsa!! Saya ga lg pk paket XL tp ad sms pulsa berkurang krn pk internet!! WHAT??",0
"Kenapa paket akrab saya belum aktif-aktif padahal di apk sudah masuk notif Kalau pembayaran sudah di terima . Dan pembayaran juga sudah berhasil. Kenapa paket tidak segera masuk, sudah dari semalam! Tolong xl ya",0
